id,date,account,vendor,amount,description
GL-4529,2024-04-18,6300 · Contractors,Kettleworth Co,10000.67,Project support
GL-4530,2024-04-18,6300 · Contractors,Ashcombe Solutions,2987.16,Contractor invoice
GL-4531,2024-04-18,6300 · Contractors,Ironwood Solutions,4821.78,Consulting work
GL-4532,2024-04-18,6210 · Software,Millhaven Supply,4166.37,Software license
GL-4533,2024-04-19,6000 · Office,Paper Kite Supply,1362.16,Breakroom restock
GL-4534,2024-04-19,6800 · Events,Lumen House Events,8854.15,Partner roundtable venue
GL-4535,2024-04-19,6210 · Software,Coastal Tech Supply,1036.73,Subscription renewal
GL-4536,2024-04-19,6000 · Office,Parkfield Solutions,1986.13,Office supplies
GL-4537,2024-04-19,6300 · Contractors,Millhaven Co,1769.28,Consulting work
GL-4538,2024-04-19,6900 · Miscellaneous,Westgate & Finch,3724.33,General purchase
GL-4539,2024-04-19,6000 · Office,Juniper Group,3344.85,General office purchase
GL-4540,2024-04-19,6400 · Travel,Pemberton & Sons,1242.51,Client visit travel
GL-4541,2024-04-19,6710 · Equipment,Ironwood Materials,5530.34,Equipment purchase
GL-4542,2024-04-19,6400 · Travel,Pinehollow Solutions,2436.25,Travel expense
GL-4543,2024-04-19,6900 · Miscellaneous,Fairhaven Co,2107.8,General purchase
GL-4544,2024-04-19,6800 · Events,Overhill Supply,4809.58,Team event
GL-4545,2024-04-19,6300 · Contractors,Everline Holdings,4659.37,Consulting work
GL-4546,2024-04-19,6800 · Events,Lyndon Holdings,3390.55,Event costs
GL-4547,2024-04-19,6300 · Contractors,Driftwood Logistics,8233.0,Project support
GL-4548,2024-04-19,6800 · Events,Kingsmere Trade Ltd,4309.38,Venue booking
GL-4549,2024-04-19,6900 · Miscellaneous,Greystone Partners,2720.84,General purchase
GL-4550,2024-04-19,6000 · Office,Millhaven Distribution,2835.43,Breakroom restock
GL-4551,2024-04-19,6100 · Facilities,Larkspur Logistics,4683.08,Building maintenance
GL-4552,2024-04-19,6710 · Equipment,Pinehollow & Finch,4168.8,Equipment purchase
GL-4553,2024-04-19,6600 · Marketing,Nightingale Advisory,3086.96,Marketing spend
GL-4554,2024-04-19,6710 · Equipment,Juniper Supply Co,2619.98,Equipment maintenance
GL-4555,2024-04-19,6900 · Miscellaneous,Ridgemont & Finch,3556.48,Miscellaneous expense
GL-4556,2024-04-19,6500 · Professional,Ironwood Supply Co,4457.66,Consulting engagement
GL-4557,2024-04-22,6000 · Office,Paper Kite Supply,521.83,Breakroom restock
GL-4558,2024-04-22,6000 · Office,Anchor Courier Services,401.86,Courier / shipping
GL-4559,2024-04-22,6210 · Software,Cinderpath Solutions,2899.28,Software license
GL-4560,2024-04-22,6100 · Facilities,Parkfield Traders,2416.73,Facilities services
GL-4561,2024-04-22,6000 · Office,Deerpath Holdings,2456.67,Breakroom restock
GL-4562,2024-04-22,6600 · Marketing,Cloverfield Group,6505.42,Marketing spend
GL-4563,2024-04-22,6210 · Software,Ivywood Co,487.15,Subscription renewal
GL-4564,2024-04-22,6500 · Professional,Elmgate Advisory,4957.89,Advisory fee
GL-4565,2024-04-22,6100 · Facilities,Barrow Supply,2291.25,Repairs
GL-4566,2024-04-22,6800 · Events,Driftwood & Sons,1625.73,Event costs
GL-4567,2024-04-22,6300 · Contractors,Timberline Supply Co,4354.19,Contractor invoice
GL-4568,2024-04-22,6500 · Professional,Copperfield Trade Ltd,2778.99,Consulting engagement
GL-4569,2024-04-22,6600 · Marketing,Foxglen Contractors,5170.91,Content production
GL-4570,2024-04-22,6210 · Software,Grovemont Distribution,1546.98,Software license
GL-4571,2024-04-22,6000 · Office,Pemberton Traders,655.55,Breakroom restock
GL-4572,2024-04-22,6800 · Events,Larkspur Trade Ltd,2136.73,Venue booking
GL-4573,2024-04-23,6500 · Professional,Summit Payroll Services,6133.5,Payroll processing fee
GL-4574,2024-04-23,6500 · Professional,Valeworth Advisory,4255.54,Advisory fee
GL-4575,2024-04-23,6100 · Facilities,Ashcroft Partners,4892.25,Facilities services
GL-4576,2024-04-23,6900 · Miscellaneous,Kingswell & Finch,2158.73,General purchase
GL-4577,2024-04-23,6100 · Facilities,Norwich Bay Materials,1197.81,Facilities services
GL-4578,2024-04-23,6600 · Marketing,Everline Vendors,1954.92,Content production
GL-4579,2024-04-23,6400 · Travel,Yarrowmere Advisory,683.89,Conference travel
GL-4580,2024-04-23,6800 · Events,Heathfield & Sons,4223.67,Team event
GL-4581,2024-04-23,6800 · Events,Ferncliff Co,2967.91,Venue booking
GL-4582,2024-04-23,6600 · Marketing,Gladewell Supply Co,6941.91,Content production
GL-4583,2024-04-23,6500 · Professional,Silverlake Co,3019.93,Professional services
GL-4584,2024-04-23,6500 · Professional,Cloverfield Advisory,3576.36,Advisory fee
GL-4585,2024-04-23,6800 · Events,Grovemont Supply Co,3017.45,Team event
GL-4586,2024-04-23,6800 · Events,Eastmoor Advisory,1450.06,Event costs
GL-4587,2024-04-23,6000 · Office,Gladewell Holdings,196.21,Office supplies
GL-4588,2024-04-23,6600 · Marketing,Millbrook & Finch,3343.11,Marketing spend
GL-4589,2024-04-23,6900 · Miscellaneous,Ustane Supply Co,2038.57,Miscellaneous expense
GL-4590,2024-04-23,6210 · Software,Millhaven Supply,1533.62,Software license
GL-4591,2024-04-23,6000 · Office,Fairhaven Traders,833.26,General office purchase
GL-4592,2024-04-23,6800 · Events,Deerpath Vendors,3401.27,Team event
GL-4593,2024-04-23,6710 · Equipment,Mosswell Partners,1553.54,Equipment purchase
GL-4594,2024-04-23,6900 · Miscellaneous,Stonebridge Traders,1092.72,Miscellaneous expense
GL-4595,2024-04-23,6710 · Equipment,Hartmoor Supply Co,944.5,Equipment maintenance
GL-4596,2024-04-23,6400 · Travel,Islewood Supply Co,375.36,Travel expense
GL-4597,2024-04-23,6000 · Office,Rushmere Advisory,2923.02,General office purchase
GL-4598,2024-04-23,6400 · Travel,Lyndon Ventures,538.86,Client visit travel
GL-4599,2024-04-24,6900 · Miscellaneous,Millbrook Services,1912.41,Miscellaneous expense
GL-4600,2024-04-24,6100 · Facilities,Parkfield Advisory,5338.37,Facilities services
GL-4601,2024-04-24,6300 · Contractors,Everline Logistics,6959.36,Contractor invoice
GL-4602,2024-04-24,6500 · Professional,Birchwood Ventures,3416.01,Consulting engagement
GL-4603,2024-04-24,6210 · Software,Ashford Group,3643.3,Software license
GL-4604,2024-04-24,6400 · Travel,Ridgemont Distribution,330.63,Conference travel
GL-4605,2024-04-24,6000 · Office,Norwich Bay Vendors,2044.16,General office purchase
GL-4606,2024-04-24,6900 · Miscellaneous,Elmgate Logistics,1567.96,General purchase
GL-4607,2024-04-24,6600 · Marketing,Elmgate Group,5486.67,Content production
GL-4608,2024-04-24,6100 · Facilities,Jasperton Trade Ltd,1741.07,Repairs
GL-4609,2024-04-24,6710 · Equipment,Norwich Bay Contractors,1355.3,Equipment purchase
GL-4610,2024-04-24,6300 · Contractors,Elmgate Distribution,6543.68,Consulting work
GL-4611,2024-04-25,6800 · Events,Lumen House Events,9292.99,Partner roundtable venue
GL-4612,2024-04-25,6100 · Facilities,GreenLeaf Utilities,3150.61,Utilities - electricity
GL-4613,2024-04-25,6100 · Facilities,Barrow Advisory,5992.18,Facilities services
GL-4614,2024-04-25,6900 · Miscellaneous,Islewood Logistics,2121.99,General purchase
GL-4615,2024-04-25,6100 · Facilities,Stonebridge Partners,502.55,Facilities services
GL-4616,2024-04-25,6800 · Events,Juniper Partners,2172.82,Venue booking
GL-4617,2024-04-25,6600 · Marketing,Lyndon Consulting,1762.48,Ad campaign
GL-4618,2024-04-25,6400 · Travel,Lyndon Ventures,2270.91,Travel expense
GL-4619,2024-04-25,6000 · Office,Ferncliff Supply Co,610.53,Office supplies
GL-4620,2024-04-25,6800 · Events,Foxglen Supply Co,4805.37,Venue booking
GL-4621,2024-04-25,6710 · Equipment,Pinehollow Traders,2100.42,Equipment maintenance
GL-4622,2024-04-25,6600 · Marketing,Birchwood Services,4027.96,Ad campaign
GL-4623,2024-04-25,6400 · Travel,Longview Supply,523.42,Client visit travel
GL-4624,2024-04-25,6500 · Professional,Ustane Logistics,8756.28,Professional services
GL-4625,2024-04-25,6900 · Miscellaneous,Everline Materials,248.3,General purchase
GL-4626,2024-04-25,6500 · Professional,Hartmoor Solutions,810.0,Professional services
GL-4627,2024-04-25,6710 · Equipment,Norwich Bay Distribution,5762.63,Hardware
GL-4628,2024-04-25,6600 · Marketing,Gladewell Vendors,4549.88,Content production
GL-4629,2024-04-25,6800 · Events,Norwich Bay Partners,4718.95,Event costs
GL-4630,2024-04-25,6800 · Events,Norwich Bay Partners,4718.95,Event costs
GL-4631,2024-04-26,6400 · Travel,Pine & Rail Travel,1068.66,Team travel
GL-4632,2024-04-26,6300 · Contractors,Morrow Studio LLC,8168.7,Design sprint
GL-4633,2024-04-26,6210 · Software,Cascade IT Partners,5606.83,IT support retainer
GL-4634,2024-04-26,6000 · Office,Ferncliff Materials,1499.56,General office purchase
GL-4635,2024-04-26,6800 · Events,Kingsmere Ventures,1461.22,Venue booking
GL-4636,2024-04-26,6100 · Facilities,Stonebridge Partners,4229.18,Facilities services
GL-4637,2024-04-26,6500 · Professional,Stonebridge Materials,8095.88,Advisory fee
GL-4638,2024-04-26,6210 · Software,Ashcombe Services,4886.21,Platform fee
GL-4639,2024-04-26,6400 · Travel,Pinehollow Supply,353.84,Conference travel
GL-4640,2024-04-26,6300 · Contractors,Birchwood Supply Co,1782.44,Contractor invoice
GL-4641,2024-04-26,6900 · Miscellaneous,Ferncliff Trade Ltd,2928.44,Miscellaneous expense
GL-4642,2024-04-26,6100 · Facilities,Islewood Advisory,3664.24,Facilities services
GL-4643,2024-04-26,6100 · Facilities,Dunmore Vendors,2474.14,Building maintenance
GL-4644,2024-04-26,6500 · Professional,Ashford Holdings,1960.44,Consulting engagement
GL-4645,2024-04-26,6500 · Professional,Millhaven Consulting,3267.24,Professional services
GL-4646,2024-04-26,6900 · Miscellaneous,Everline Materials,248.3,General purchase
GL-4647,2024-04-26,6710 · Equipment,Fieldstone Repairs,9513.53,Equipment purchase
GL-4648,2024-04-29,6300 · Contractors,Morrow Studio LLC,8470.55,Design sprint
GL-4649,2024-04-29,6100 · Facilities,Ustane Consulting,4785.71,Repairs
GL-4650,2024-04-29,6600 · Marketing,Rushmere Materials,814.24,Marketing spend
GL-4651,2024-04-29,6400 · Travel,Yarrowmere Materials,2018.65,Travel expense
GL-4652,2024-04-29,6600 · Marketing,Longview & Finch,2229.91,Content production
GL-4653,2024-04-29,6210 · Software,Eastmoor Solutions,4170.44,Platform fee
GL-4654,2024-04-29,6900 · Miscellaneous,Valeworth Supply,3358.57,General purchase
GL-4655,2024-04-29,6900 · Miscellaneous,Millbrook Services,2341.83,General purchase
GL-4656,2024-04-29,6710 · Equipment,Underbrook Traders,3464.08,Equipment purchase
GL-4657,2024-04-29,6600 · Marketing,Foxglen Ventures,3984.09,Content production
GL-4658,2024-04-29,6800 · Events,Stonebridge Consulting,2060.02,Event costs
GL-4659,2024-04-29,6000 · Office,Barrow Supply Co,1086.65,General office purchase
GL-4660,2024-04-29,6400 · Travel,Ridgemont Group,1446.61,Travel expense
GL-4661,2024-04-29,6600 · Marketing,Barrow Vendors,6475.07,Ad campaign
GL-4662,2024-04-29,6800 · Events,Parkfield Materials,4360.23,Team event
GL-4663,2024-04-30,6100 · Facilities,Jasperton Trade Ltd,1044.36,Repairs
GL-4664,2024-04-30,6000 · Office,Pinehollow Distribution,299.39,Office supplies
GL-4665,2024-04-30,6900 · Miscellaneous,Deerpath Group,1560.89,General purchase
GL-4666,2024-04-30,6210 · Software,Grovemont Co,2079.59,Software license
GL-4667,2024-04-30,6500 · Professional,Grovemont Trade Ltd,7494.39,Professional services
GL-4668,2024-04-30,6000 · Office,Oldbridge Solutions,1605.9,Office supplies
GL-4669,2024-04-30,6500 · Professional,Brackendale Logistics,7940.41,Advisory fee
GL-4670,2024-04-30,6100 · Facilities,Kingsmere Services,5949.22,Facilities services
GL-4671,2024-04-30,6000 · Office,Quarryfield Materials,1364.08,Office supplies
GL-4672,2024-04-30,6800 · Events,Eastmoor Advisory,4864.05,Venue booking
GL-4673,2024-04-30,6800 · Events,Copperfield Advisory,664.65,Event costs
GL-4674,2024-04-30,6100 · Facilities,Dunmore Vendors,1704.63,Building maintenance
GL-4675,2024-04-30,6800 · Events,Larkspur Ventures,492.82,Team event
GL-4676,2024-05-01,6600 · Marketing,Meridian Ad Group,3225.49,Content production
GL-4677,2024-05-01,6300 · Contractors,Eastmoor Trade Ltd,8566.35,Consulting work
GL-4678,2024-05-01,6800 · Events,Barrow Consulting,472.64,Team event
GL-4679,2024-05-01,6600 · Marketing,Birchwood Supply,3123.73,Content production
GL-4680,2024-05-01,6710 · Equipment,Elmgate Co,523.85,Equipment maintenance
GL-4681,2024-05-01,6400 · Travel,Millhaven & Sons,2435.24,Travel expense
GL-4682,2024-05-01,6600 · Marketing,Vinewood Co,5904.59,Ad campaign
GL-4683,2024-05-01,6800 · Events,Oakhaven Contractors,4871.5,Venue booking
GL-4684,2024-05-01,6500 · Professional,Mosswell Logistics,5629.08,Consulting engagement
GL-4685,2024-05-01,6100 · Facilities,Cinderpath & Finch,2826.78,Repairs
GL-4686,2024-05-01,6710 · Equipment,Timberline & Sons,3606.11,Equipment maintenance
GL-4687,2024-05-01,6000 · Office,Timberline Solutions,504.07,Breakroom restock
GL-4688,2024-05-01,6710 · Equipment,Timberline & Sons,5524.95,Equipment purchase
GL-4689,2024-05-01,6710 · Equipment,Everline Supply Co,1296.1,Equipment maintenance
GL-4690,2024-05-01,6600 · Marketing,Oakhaven Supply,4789.9,Content production
GL-4691,2024-05-01,6100 · Facilities,Barrow Supply,5187.97,Repairs
GL-4692,2024-05-01,6000 · Office,Quarryfield Contractors,2963.55,General office purchase
GL-4693,2024-05-01,6100 · Facilities,Jasperton Trade Ltd,871.39,Repairs
GL-4694,2024-05-01,6800 · Events,Barrow Holdings,3267.14,Event costs
GL-4695,2024-05-01,6210 · Software,Kingsmere Contractors,4182.22,Platform fee
GL-4696,2024-05-01,6800 · Events,Islewood & Finch,1150.44,Team event
GL-4697,2024-05-01,6100 · Facilities,Parkfield Traders,3772.62,Facilities services
GL-4698,2024-05-02,6600 · Marketing,Oakhaven Advisory,793.94,Content production
GL-4699,2024-05-02,6100 · Facilities,Thornleigh Traders,2513.61,Facilities services
GL-4700,2024-05-02,6900 · Miscellaneous,Fairhaven Co,3244.27,General purchase
GL-4701,2024-05-02,6000 · Office,Quarryfield Materials,764.95,Breakroom restock
GL-4702,2024-05-02,6300 · Contractors,Birchwood Supply Co,10134.3,Contractor invoice
GL-4703,2024-05-02,6500 · Professional,Everline Group,6055.65,Consulting engagement
GL-4704,2024-05-02,6900 · Miscellaneous,Driftwood Supply,3332.84,Miscellaneous expense
GL-4705,2024-05-02,6400 · Travel,Ustane Vendors,1681.27,Client visit travel
GL-4706,2024-05-02,6600 · Marketing,Mosswell Supply,611.75,Ad campaign
GL-4707,2024-05-02,6600 · Marketing,Greystone Distribution,1786.2,Content production
GL-4708,2024-05-02,6300 · Contractors,Kettleworth Co,1568.89,Contractor invoice
GL-4709,2024-05-02,6300 · Contractors,Kettleworth Ventures,10369.56,Contractor invoice
GL-4710,2024-05-02,6900 · Miscellaneous,Ustane & Finch,816.56,General purchase
GL-4711,2024-05-02,6100 · Facilities,Timberline Co,4801.61,Building maintenance
GL-4712,2024-05-02,6210 · Software,Grovemont Solutions,1236.44,Software license
GL-4713,2024-05-02,6900 · Miscellaneous,Thornleigh Supply Co,601.26,General purchase
GL-4714,2024-05-02,6600 · Marketing,Hartmoor Trade Ltd,2312.55,Ad campaign
GL-4715,2024-05-02,6710 · Equipment,Ridgemont Traders,2261.05,Equipment maintenance
GL-4716,2024-05-02,6300 · Contractors,Silverlake Ventures,8354.37,Consulting work
GL-4717,2024-05-02,6710 · Equipment,Greystone Supply,745.6,Equipment purchase
GL-4718,2024-05-02,6800 · Events,Valeworth Solutions,3625.56,Event costs
GL-4719,2024-05-02,6300 · Contractors,Driftwood Logistics,4369.86,Project support
GL-4720,2024-05-03,6300 · Contractors,Brightline Advisory,10886.18,Advisory retainer
GL-4721,2024-05-03,6300 · Contractors,Millbrook Holdings,9559.74,Consulting work
GL-4722,2024-05-03,6000 · Office,Ashcombe Distribution,1879.49,Breakroom restock
GL-4723,2024-05-03,6100 · Facilities,Lyndon Services,5968.46,Building maintenance
GL-4724,2024-05-03,6710 · Equipment,Ferncliff Solutions,480.33,Equipment purchase
GL-4725,2024-05-03,6300 · Contractors,Birchwood & Sons,4285.75,Project support
GL-4726,2024-05-03,6500 · Professional,Ferncliff Services,8670.72,Advisory fee
GL-4727,2024-05-03,6900 · Miscellaneous,Ashford Trade Ltd,697.1,General purchase
GL-4728,2024-05-03,6710 · Equipment,Grovemont Materials,2360.66,Equipment purchase
GL-4729,2024-05-03,6100 · Facilities,Underbrook Solutions,2920.78,Facilities services
GL-4730,2024-05-03,6210 · Software,Ferncliff Distribution,5811.57,Software license
GL-4731,2024-05-03,6500 · Professional,Pinehollow Advisory,5557.74,Advisory fee
GL-4732,2024-05-03,6210 · Software,Mosswell Materials,1136.31,Software license
GL-4733,2024-05-06,6500 · Professional,Summit Payroll Services,6290.69,Payroll processing fee
GL-4734,2024-05-06,6600 · Marketing,Drift Marketing Co,9204.85,Marketing campaign
GL-4735,2024-05-06,6300 · Contractors,Yarrowmere Group,11981.21,Contractor invoice
GL-4736,2024-05-06,6000 · Office,Ivywood Traders,2585.97,Breakroom restock
GL-4737,2024-05-06,6210 · Software,Foxglen Materials,2087.11,Subscription renewal
GL-4738,2024-05-06,6100 · Facilities,Heathfield Co,4824.66,Building maintenance
GL-4739,2024-05-06,6100 · Facilities,Timberline Co,5177.77,Facilities services
GL-4740,2024-05-06,6600 · Marketing,Northfield Solutions,4361.32,Content production
GL-4741,2024-05-06,6600 · Marketing,Ashcroft & Sons,3770.14,Content production
GL-4742,2024-05-06,6000 · Office,Birchwood Vendors,430.03,Office supplies
GL-4743,2024-05-06,6710 · Equipment,Birchwood Advisory,3443.67,Equipment maintenance
GL-4744,2024-05-06,6800 · Events,Quarryfield Traders,1090.49,Event costs
GL-4745,2024-05-06,6600 · Marketing,Westgate Logistics,3520.78,Ad campaign
GL-4746,2024-05-06,6000 · Office,Valeworth Distribution,3413.54,Breakroom restock
GL-4747,2024-05-06,6210 · Software,Oldbridge Services,549.44,Platform fee
GL-4748,2024-05-06,6400 · Travel,Ivywood Consulting,2745.09,Client visit travel
GL-4749,2024-05-06,6600 · Marketing,Oakhaven Supply,5984.94,Marketing spend
GL-4750,2024-05-06,6900 · Miscellaneous,Overhill Partners,3503.02,Miscellaneous expense
GL-4751,2024-05-06,6400 · Travel,Foxglen Supply,1594.42,Travel expense
GL-4752,2024-05-06,6100 · Facilities,Greystone Solutions,4748.54,Facilities services
